,ID,positive_count,negative_count,meta_score,num_critic_reviews,user_score,num_ratings,critic_positive,critic_mixed,critic_negative,user_positive,user_mixed,user_negative
33,503820.0,0.0,0.0,,,,,,,,,,
34,503820.0,0.0,0.0,,,,,,,,,,
35,503820.0,0.0,0.0,,,,,,,,,,
36,475150.0,80.0,9.0,,,,,,,,,,
37,475150.0,63.0,6.0,,,,,,,,,,
38,475150.0,303.0,42.0,,,,,,,,,,
39,475150.0,252.0,46.0,,,,,,,,,,
40,475150.0,205.0,27.0,,,,,,,,,,
41,475150.0,87.0,9.0,,,,,,,,,,
42,485390.0,0.0,0.0,,,,,,,,,,
43,485390.0,0.0,0.0,,,,,,,,,,
44,485390.0,0.0,0.0,,,,,,,,,,
45,485390.0,0.0,0.0,,,,,,,,,,
46,485390.0,0.0,0.0,,,,,,,,,,
47,485390.0,0.0,0.0,,,,,,,,,,
48,331790.0,0.0,1.0,,,,,,,,,,
49,331790.0,1.0,0.0,,,,,,,,,,
50,331790.0,0.0,3.0,,,,,,,,,,
51,331790.0,3.0,3.0,,,,,,,,,,
52,331790.0,1.0,1.0,,,,,,,,,,
53,331790.0,,,,,,,,,,,,
54,454670.0,0.0,0.0,,,,,,,,,,
55,454670.0,0.0,0.0,,,,,,,,,,
56,454670.0,0.0,0.0,,,,,,,,,,
57,454670.0,0.0,0.0,,,,,,,,,,
58,454670.0,,,,,,,,,,,,
59,454670.0,,,,,,,,,,,,
60,628750.0,10.0,3.0,,,,,,,,,,
61,628750.0,1.0,1.0,,,,,,,,,,
62,628750.0,6.0,1.0,,,,,,,,,,
63,628750.0,29.0,4.0,,,,,,,,,,
64,628750.0,13.0,3.0,,,,,,,,,,
65,628750.0,8.0,2.0,,,,,,,,,,
66,235540.0,55.0,11.0,79.0,39.0,7.7,302.0,30.0,9.0,0.0,46.0,15.0,11.0
67,235540.0,236.0,69.0,79.0,39.0,7.7,302.0,30.0,9.0,0.0,46.0,15.0,11.0
68,235540.0,102.0,26.0,79.0,39.0,7.7,302.0,30.0,9.0,0.0,46.0,15.0,11.0
69,235540.0,322.0,76.0,79.0,39.0,7.7,302.0,30.0,9.0,0.0,46.0,15.0,11.0
70,235540.0,80.0,20.0,79.0,39.0,7.7,302.0,30.0,9.0,0.0,46.0,15.0,11.0
71,235540.0,91.0,41.0,79.0,39.0,7.7,302.0,30.0,9.0,0.0,46.0,15.0,11.0
72,509980.0,117.0,56.0,,,,,,,,,,
73,509980.0,62.0,16.0,,,,,,,,,,
74,509980.0,66.0,30.0,,,,,,,,,,
75,509980.0,101.0,52.0,,,,,,,,,,
76,509980.0,49.0,40.0,,,,,,,,,,
77,509980.0,38.0,27.0,,,,,,,,,,
78,434210.0,8.0,0.0,,,,,,,,,,
79,434210.0,0.0,0.0,,,,,,,,,,
80,434210.0,5.0,1.0,,,,,,,,,,
81,434210.0,6.0,0.0,,,,,,,,,,
82,434210.0,2.0,0.0,,,,,,,,,,
83,434210.0,2.0,0.0,,,,,,,,,,
84,454690.0,1.0,0.0,,,,,,,,,,
85,454690.0,0.0,0.0,,,,,,,,,,
86,454690.0,0.0,0.0,,,,,,,,,,
87,454690.0,0.0,0.0,,,,,,,,,,
88,454690.0,0.0,0.0,,,,,,,,,,
89,454690.0,0.0,0.0,,,,,,,,,,
90,374830.0,0.0,0.0,,,,,,,,,,
91,374830.0,1.0,0.0,,,,,,,,,,
92,374830.0,0.0,0.0,,,,,,,,,,
93,374830.0,2.0,0.0,,,,,,,,,,
94,374830.0,0.0,0.0,,,,,,,,,,
95,374830.0,0.0,0.0,,,,,,,,,,
96,391220.0,449.0,82.0,86.0,45.0,7.9,1509.0,44.0,1.0,0.0,143.0,55.0,25.0
97,391220.0,425.0,35.0,86.0,45.0,7.9,1509.0,44.0,1.0,0.0,143.0,55.0,25.0
98,391220.0,672.0,55.0,86.0,45.0,7.9,1509.0,44.0,1.0,0.0,143.0,55.0,25.0
99,391220.0,778.0,56.0,86.0,45.0,7.9,1509.0,44.0,1.0,0.0,143.0,55.0,25.0
100,391220.0,385.0,34.0,86.0,45.0,7.9,1509.0,44.0,1.0,0.0,143.0,55.0,25.0
101,391220.0,325.0,23.0,86.0,45.0,7.9,1509.0,44.0,1.0,0.0,143.0,55.0,25.0
102,34870.0,61.0,29.0,52.0,24.0,5.9,378.0,0.0,17.0,7.0,32.0,33.0,30.0
103,34870.0,45.0,16.0,52.0,24.0,5.9,378.0,0.0,17.0,7.0,32.0,33.0,30.0
104,34870.0,96.0,45.0,52.0,24.0,5.9,378.0,0.0,17.0,7.0,32.0,33.0,30.0
105,34870.0,283.0,138.0,52.0,24.0,5.9,378.0,0.0,17.0,7.0,32.0,33.0,30.0
106,34870.0,99.0,39.0,52.0,24.0,5.9,378.0,0.0,17.0,7.0,32.0,33.0,30.0
107,34870.0,111.0,47.0,52.0,24.0,5.9,378.0,0.0,17.0,7.0,32.0,33.0,30.0
108,467000.0,1.0,2.0,,,,,,,,,,
109,467000.0,6.0,2.0,,,,,,,,,,
110,467000.0,2.0,3.0,,,,,,,,,,
111,467000.0,1.0,4.0,,,,,,,,,,
112,467000.0,3.0,0.0,,,,,,,,,,
113,467000.0,0.0,0.0,,,,,,,,,,
114,385080.0,0.0,2.0,,,,,,,,,,
115,385080.0,1.0,3.0,,,,,,,,,,
116,385080.0,1.0,3.0,,,,,,,,,,
117,385080.0,0.0,6.0,,,,,,,,,,
118,385080.0,0.0,1.0,,,,,,,,,,
119,385080.0,0.0,2.0,,,,,,,,,,
120,622650.0,16.0,1.0,,,,,,,,,,
121,622650.0,27.0,2.0,,,,,,,,,,
122,622650.0,19.0,4.0,,,,,,,,,,
123,622650.0,18.0,2.0,,,,,,,,,,
124,622650.0,8.0,0.0,,,,,,,,,,
125,622650.0,22.0,5.0,,,,,,,,,,
126,108600.0,124.0,40.0,,,,,,,,,,
127,108600.0,120.0,34.0,,,,,,,,,,
128,108600.0,174.0,57.0,,,,,,,,,,
129,108600.0,180.0,55.0,,,,,,,,,,
130,108600.0,117.0,34.0,,,,,,,,,,
131,108600.0,108.0,26.0,,,,,,,,,,
132,610360.0,288.0,36.0,,,,,,,,,,
133,610360.0,102.0,9.0,,,,,,,,,,
134,610360.0,110.0,10.0,,,,,,,,,,
135,610360.0,100.0,8.0,,,,,,,,,,
136,610360.0,56.0,4.0,,,,,,,,,,
137,610360.0,48.0,3.0,,,,,,,,,,
138,20540.0,3.0,2.0,70.0,42.0,7.2,213.0,15.0,27.0,0.0,18.0,14.0,15.0
139,20540.0,5.0,1.0,70.0,42.0,7.2,213.0,15.0,27.0,0.0,18.0,14.0,15.0
140,20540.0,11.0,2.0,70.0,42.0,7.2,213.0,15.0,27.0,0.0,18.0,14.0,15.0
141,20540.0,9.0,1.0,70.0,42.0,7.2,213.0,15.0,27.0,0.0,18.0,14.0,15.0
142,20540.0,6.0,0.0,70.0,42.0,7.2,213.0,15.0,27.0,0.0,18.0,14.0,15.0
143,20540.0,7.0,0.0,70.0,42.0,7.2,213.0,15.0,27.0,0.0,18.0,14.0,15.0
144,444480.0,1.0,1.0,,,,,,,,,,
145,444480.0,5.0,1.0,,,,,,,,,,
146,444480.0,2.0,2.0,,,,,,,,,,
147,444480.0,4.0,4.0,,,,,,,,,,
148,444480.0,2.0,0.0,,,,,,,,,,
149,444480.0,1.0,0.0,,,,,,,,,,
150,464960.0,0.0,0.0,,,,,,,,,,
151,464960.0,2.0,1.0,,,,,,,,,,
152,464960.0,0.0,0.0,,,,,,,,,,
153,464960.0,1.0,1.0,,,,,,,,,,
154,464960.0,2.0,0.0,,,,,,,,,,
155,464960.0,1.0,0.0,,,,,,,,,,
156,344130.0,0.0,0.0,,,,,,,,,,
157,344130.0,0.0,0.0,,,,,,,,,,
158,344130.0,0.0,0.0,,,,,,,,,,
159,344130.0,0.0,1.0,,,,,,,,,,
160,344130.0,0.0,0.0,,,,,,,,,,
161,344130.0,0.0,0.0,,,,,,,,,,
162,424000.0,0.0,1.0,,,,,,,,,,
163,424000.0,0.0,0.0,,,,,,,,,,
164,424000.0,0.0,0.0,,,,,,,,,,
165,424000.0,0.0,0.0,,,,,,,,,,
166,424000.0,1.0,1.0,,,,,,,,,,
167,424000.0,0.0,0.0,,,,,,,,,,
168,346180.0,1.0,1.0,,,,,,,,,,
169,346180.0,0.0,2.0,,,,,,,,,,
170,346180.0,5.0,2.0,,,,,,,,,,
171,346180.0,4.0,3.0,,,,,,,,,,
172,346180.0,4.0,0.0,,,,,,,,,,
173,346180.0,3.0,4.0,,,,,,,,,,
174,22600.0,4.0,1.0,79.0,28.0,6.9,193.0,24.0,4.0,0.0,19.0,15.0,21.0
175,22600.0,12.0,0.0,79.0,28.0,6.9,193.0,24.0,4.0,0.0,19.0,15.0,21.0
176,22600.0,17.0,6.0,79.0,28.0,6.9,193.0,24.0,4.0,0.0,19.0,15.0,21.0
177,22600.0,14.0,7.0,79.0,28.0,6.9,193.0,24.0,4.0,0.0,19.0,15.0,21.0
178,22600.0,21.0,0.0,79.0,28.0,6.9,193.0,24.0,4.0,0.0,19.0,15.0,21.0
179,22600.0,7.0,4.0,79.0,28.0,6.9,193.0,24.0,4.0,0.0,19.0,15.0,21.0
180,80.0,88.0,17.0,65.0,33.0,8.7,1600.0,7.0,24.0,2.0,203.0,31.0,23.0
181,80.0,80.0,10.0,65.0,33.0,8.7,1600.0,7.0,24.0,2.0,203.0,31.0,23.0
182,80.0,175.0,29.0,65.0,33.0,8.7,1600.0,7.0,24.0,2.0,203.0,31.0,23.0
183,80.0,189.0,25.0,65.0,33.0,8.7,1600.0,7.0,24.0,2.0,203.0,31.0,23.0
184,80.0,104.0,24.0,65.0,33.0,8.7,1600.0,7.0,24.0,2.0,203.0,31.0,23.0
185,80.0,88.0,15.0,65.0,33.0,8.7,1600.0,7.0,24.0,2.0,203.0,31.0,23.0
186,583760.0,47.0,0.0,,,,,,,,,,
187,583760.0,44.0,2.0,,,,,,,,,,
188,583760.0,55.0,7.0,,,,,,,,,,
189,583760.0,28.0,1.0,,,,,,,,,,
190,583760.0,42.0,3.0,,,,,,,,,,
191,583760.0,15.0,1.0,,,,,,,,,,
192,493650.0,1.0,12.0,,,,,,,,,,
193,493650.0,2.0,4.0,,,,,,,,,,
194,493650.0,1.0,8.0,,,,,,,,,,
195,493650.0,3.0,3.0,,,,,,,,,,
196,493650.0,3.0,4.0,,,,,,,,,,
197,493650.0,1.0,3.0,,,,,,,,,,
198,475220.0,0.0,0.0,,,,,,,,,,
199,475220.0,0.0,0.0,,,,,,,,,,
200,475220.0,0.0,2.0,,,,,,,,,,
201,475220.0,1.0,0.0,,,,,,,,,,
202,475220.0,0.0,0.0,,,,,,,,,,
203,475220.0,0.0,0.0,,,,,,,,,,
204,368730.0,10.0,5.0,,,,,,,,,,
205,368730.0,13.0,1.0,,,,,,,,,,
206,368730.0,17.0,7.0,,,,,,,,,,
207,368730.0,13.0,4.0,,,,,,,,,,
208,368730.0,9.0,5.0,,,,,,,,,,
209,368730.0,8.0,1.0,,,,,,,,,,
210,411740.0,,,,,,,,,,,,
211,411740.0,0.0,0.0,,,,,,,,,,
212,411740.0,0.0,0.0,,,,,,,,,,
213,411740.0,0.0,0.0,,,,,,,,,,
214,411740.0,0.0,0.0,,,,,,,,,,
215,411740.0,0.0,0.0,,,,,,,,,,
216,346210.0,,,,,,,,,,,,
217,346210.0,0.0,0.0,,,,,,,,,,
218,346210.0,0.0,0.0,,,,,,,,,,
219,346210.0,0.0,0.0,,,,,,,,,,
220,346210.0,1.0,0.0,,,,,,,,,,
221,346210.0,0.0,1.0,,,,,,,,,,
222,100.0,,,65.0,33.0,8.7,1600.0,7.0,24.0,2.0,203.0,31.0,23.0
223,100.0,,,65.0,33.0,8.7,1600.0,7.0,24.0,2.0,203.0,31.0,23.0
224,100.0,,,65.0,33.0,8.7,1600.0,7.0,24.0,2.0,203.0,31.0,23.0
225,100.0,,,65.0,33.0,8.7,1600.0,7.0,24.0,2.0,203.0,31.0,23.0
226,100.0,,,65.0,33.0,8.7,1600.0,7.0,24.0,2.0,203.0,31.0,23.0
227,100.0,,,65.0,33.0,8.7,1600.0,7.0,24.0,2.0,203.0,31.0,23.0
228,403560.0,1.0,1.0,,,,,,,,,,
229,403560.0,0.0,3.0,,,,,,,,,,
230,403560.0,0.0,4.0,,,,,,,,,,
231,403560.0,0.0,3.0,,,,,,,,,,
232,403560.0,0.0,2.0,,,,,,,,,,
233,403560.0,0.0,0.0,,,,,,,,,,
234,616560.0,989.0,270.0,,,,,,,,,,
235,616560.0,226.0,86.0,,,,,,,,,,
236,616560.0,269.0,119.0,,,,,,,,,,
237,616560.0,128.0,60.0,,,,,,,,,,
238,616560.0,126.0,84.0,,,,,,,,,,
239,616560.0,75.0,31.0,,,,,,,,,,
240,362610.0,0.0,0.0,,,,,,,,,,
241,362610.0,0.0,1.0,,,,,,,,,,
242,362610.0,1.0,0.0,,,,,,,,,,
243,362610.0,0.0,0.0,,,,,,,,,,
244,362610.0,0.0,0.0,,,,,,,,,,
245,362610.0,0.0,0.0,,,,,,,,,,
246,448630.0,0.0,2.0,,,,,,,,,,
247,448630.0,0.0,1.0,,,,,,,,,,
248,448630.0,3.0,0.0,,,,,,,,,,
249,448630.0,0.0,2.0,,,,,,,,,,
250,448630.0,0.0,2.0,,,,,,,,,,
251,448630.0,0.0,1.0,,,,,,,,,,
252,606330.0,10.0,1.0,,,,,,,,,,
253,606330.0,5.0,1.0,,,,,,,,,,
254,606330.0,2.0,1.0,,,,,,,,,,
255,606330.0,6.0,2.0,,,,,,,,,,
256,606330.0,4.0,0.0,,,,,,,,,,
257,606330.0,1.0,0.0,,,,,,,,,,
258,528510.0,4.0,0.0,,,,,,,,,,
259,528510.0,2.0,1.0,,,,,,,,,,
260,528510.0,3.0,1.0,,,,,,,,,,
261,528510.0,2.0,1.0,,,,,,,,,,
262,528510.0,1.0,0.0,,,,,,,,,,
263,528510.0,1.0,1.0,,,,,,,,,,
264,491650.0,0.0,1.0,,,,,,,,,,
265,491650.0,4.0,4.0,,,,,,,,,,
266,491650.0,2.0,6.0,,,,,,,,,,
267,491650.0,3.0,1.0,,,,,,,,,,
268,491650.0,1.0,0.0,,,,,,,,,,
269,491650.0,0.0,1.0,,,,,,,,,,
270,460930.0,1119.0,415.0,,,,,,,,,,
271,460930.0,645.0,287.0,,,,,,,,,,
272,460930.0,515.0,251.0,,,,,,,,,,
273,460930.0,566.0,192.0,,,,,,,,,,
274,460930.0,261.0,129.0,,,,,,,,,,
275,460930.0,234.0,93.0,,,,,,,,,,
276,493700.0,3.0,0.0,,,,,,,,,,
277,493700.0,1.0,0.0,,,,,,,,,,
278,493700.0,0.0,1.0,,,,,,,,,,
279,493700.0,0.0,0.0,,,,,,,,,,
280,493700.0,0.0,0.0,,,,,,,,,,
281,493700.0,0.0,0.0,,,,,,,,,,
282,301190.0,6.0,0.0,,,,,,,,,,
283,301190.0,10.0,2.0,,,,,,,,,,
284,301190.0,10.0,2.0,,,,,,,,,,
285,301190.0,10.0,2.0,,,,,,,,,,
286,301190.0,4.0,2.0,,,,,,,,,,
287,301190.0,4.0,0.0,,,,,,,,,,
288,493710.0,0.0,2.0,,,,,,,,,,
289,493710.0,0.0,0.0,,,,,,,,,,
290,493710.0,0.0,0.0,,,,,,,,,,
291,493710.0,0.0,0.0,,,,,,,,,,
292,493710.0,1.0,0.0,,,,,,,,,,
293,493710.0,0.0,0.0,,,,,,,,,,
294,352400.0,53.0,10.0,72.0,8.0,7.4,46.0,5.0,3.0,0.0,3.0,3.0,1.0
295,352400.0,23.0,2.0,72.0,8.0,7.4,46.0,5.0,3.0,0.0,3.0,3.0,1.0
296,352400.0,55.0,3.0,72.0,8.0,7.4,46.0,5.0,3.0,0.0,3.0,3.0,1.0
297,352400.0,24.0,2.0,72.0,8.0,7.4,46.0,5.0,3.0,0.0,3.0,3.0,1.0
298,352400.0,11.0,1.0,72.0,8.0,7.4,46.0,5.0,3.0,0.0,3.0,3.0,1.0
299,352400.0,19.0,6.0,72.0,8.0,7.4,46.0,5.0,3.0,0.0,3.0,3.0,1.0
300,600210.0,0.0,1.0,,,,,,,,,,
301,600210.0,,,,,,,,,,,,
302,600210.0,0.0,1.0,,,,,,,,,,
303,600210.0,8.0,1.0,,,,,,,,,,
304,600210.0,2.0,0.0,,,,,,,,,,
305,600210.0,1.0,0.0,,,,,,,,,,
306,356500.0,15.0,3.0,,,,,,,,,,
307,356500.0,43.0,5.0,,,,,,,,,,
308,356500.0,33.0,2.0,,,,,,,,,,
309,356500.0,36.0,8.0,,,,,,,,,,
310,356500.0,13.0,3.0,,,,,,,,,,
311,356500.0,18.0,3.0,,,,,,,,,,
312,397460.0,13.0,1.0,,,,,,,,,,
313,397460.0,7.0,0.0,,,,,,,,,,
314,397460.0,7.0,0.0,,,,,,,,,,
315,397460.0,5.0,1.0,,,,,,,,,,
316,397460.0,5.0,0.0,,,,,,,,,,
317,397460.0,4.0,0.0,,,,,,,,,,
318,575640.0,164.0,16.0,,,,,,,,,,
319,575640.0,147.0,20.0,,,,,,,,,,
320,575640.0,175.0,13.0,,,,,,,,,,
321,575640.0,139.0,14.0,,,,,,,,,,
322,575640.0,80.0,6.0,,,,,,,,,,
323,575640.0,73.0,8.0,,,,,,,,,,
324,495780.0,0.0,0.0,,,,,,,,,,
325,495780.0,2.0,0.0,,,,,,,,,,
326,495780.0,0.0,0.0,,,,,,,,,,
327,495780.0,0.0,0.0,,,,,,,,,,
328,495780.0,0.0,0.0,,,,,,,,,,
329,495780.0,0.0,0.0,,,,,,,,,,
330,546980.0,4.0,5.0,,,,,,,,,,
331,546980.0,1.0,6.0,,,,,,,,,,
332,546980.0,3.0,5.0,,,,,,,,,,
333,546980.0,1.0,5.0,,,,,,,,,,
334,546980.0,0.0,4.0,,,,,,,,,,
335,546980.0,0.0,0.0,,,,,,,,,,
336,344230.0,0.0,0.0,,,,,,,,,,
337,344230.0,0.0,0.0,,,,,,,,,,
338,344230.0,1.0,0.0,,,,,,,,,,
339,344230.0,2.0,0.0,,,,,,,,,,
340,344230.0,1.0,0.0,,,,,,,,,,
341,344230.0,0.0,0.0,,,,,,,,,,
342,581800.0,0.0,0.0,,,,,,,,,,
343,581800.0,,,,,,,,,,,,
344,581800.0,0.0,0.0,,,,,,,,,,
345,581800.0,2.0,0.0,,,,,,,,,,
346,581800.0,0.0,0.0,,,,,,,,,,
347,581800.0,,,,,,,,,,,,
348,366760.0,0.0,0.0,,,,,,,,,,
349,366760.0,0.0,0.0,,,,,,,,,,
350,366760.0,1.0,1.0,,,,,,,,,,
351,366760.0,0.0,0.0,,,,,,,,,,
352,366760.0,0.0,0.0,,,,,,,,,,
353,366760.0,0.0,0.0,,,,,,,,,,
354,501930.0,1.0,1.0,,,,,,,,,,
355,501930.0,0.0,0.0,,,,,,,,,,
356,501930.0,2.0,0.0,,,,,,,,,,
357,501930.0,0.0,0.0,,,,,,,,,,
358,501930.0,0.0,0.0,,,,,,,,,,
359,501930.0,0.0,0.0,,,,,,,,,,
360,383150.0,25.0,6.0,,,,,,,,,,
361,383150.0,80.0,28.0,,,,,,,,,,
362,383150.0,61.0,20.0,,,,,,,,,,
363,383150.0,67.0,28.0,,,,,,,,,,
364,383150.0,35.0,13.0,,,,,,,,,,
365,383150.0,208.0,142.0,,,,,,,,,,
366,546990.0,3.0,0.0,,,,,,,,,,
367,546990.0,0.0,0.0,,,,,,,,,,
368,546990.0,0.0,0.0,,,,,,,,,,
369,546990.0,0.0,0.0,,,,,,,,,,
370,546990.0,0.0,0.0,,,,,,,,,,
371,546990.0,0.0,0.0,,,,,,,,,,
372,403640.0,473.0,143.0,86.0,40.0,6.9,884.0,35.0,5.0,0.0,71.0,29.0,40.0
373,403640.0,198.0,27.0,86.0,40.0,6.9,884.0,35.0,5.0,0.0,71.0,29.0,40.0
374,403640.0,437.0,98.0,86.0,40.0,6.9,884.0,35.0,5.0,0.0,71.0,29.0,40.0
375,403640.0,555.0,90.0,86.0,40.0,6.9,884.0,35.0,5.0,0.0,71.0,29.0,40.0
376,403640.0,244.0,44.0,86.0,40.0,6.9,884.0,35.0,5.0,0.0,71.0,29.0,40.0
377,403640.0,279.0,51.0,86.0,40.0,6.9,884.0,35.0,5.0,0.0,71.0,29.0,40.0
378,581820.0,2.0,0.0,,,,,,,,,,
379,581820.0,0.0,0.0,,,,,,,,,,
380,581820.0,4.0,0.0,,,,,,,,,,
381,581820.0,2.0,0.0,,,,,,,,,,
382,581820.0,1.0,0.0,,,,,,,,,,
383,581820.0,1.0,0.0,,,,,,,,,,
384,575680.0,0.0,0.0,,,,,,,,,,
385,575680.0,,,,,,,,,,,,
386,575680.0,,,,,,,,,,,,
387,575680.0,0.0,0.0,,,,,,,,,,
388,575680.0,,,,,,,,,,,,
389,575680.0,,,,,,,,,,,,
390,221380.0,371.0,20.0,68.0,20.0,7.9,605.0,8.0,11.0,1.0,86.0,24.0,33.0
391,221380.0,395.0,18.0,68.0,20.0,7.9,605.0,8.0,11.0,1.0,86.0,24.0,33.0
392,221380.0,865.0,50.0,68.0,20.0,7.9,605.0,8.0,11.0,1.0,86.0,24.0,33.0
393,221380.0,864.0,49.0,68.0,20.0,7.9,605.0,8.0,11.0,1.0,86.0,24.0,33.0
394,221380.0,480.0,24.0,68.0,20.0,7.9,605.0,8.0,11.0,1.0,86.0,24.0,33.0
395,221380.0,424.0,22.0,68.0,20.0,7.9,605.0,8.0,11.0,1.0,86.0,24.0,33.0
396,358610.0,0.0,0.0,,,,,,,,,,
397,358610.0,0.0,0.0,,,,,,,,,,
398,358610.0,0.0,0.0,,,,,,,,,,
399,358610.0,0.0,0.0,,,,,,,,,,
400,358610.0,0.0,0.0,,,,,,,,,,
401,358610.0,1.0,0.0,,,,,,,,,,
402,422100.0,0.0,0.0,,,,,,,,,,
403,422100.0,0.0,1.0,,,,,,,,,,
404,422100.0,0.0,0.0,,,,,,,,,,
405,422100.0,0.0,0.0,,,,,,,,,,
406,422100.0,0.0,0.0,,,,,,,,,,
407,422100.0,0.0,0.0,,,,,,,,,,
408,415960.0,0.0,0.0,,,,,,,,,,
409,415960.0,0.0,0.0,,,,,,,,,,
410,415960.0,0.0,1.0,,,,,,,,,,
411,415960.0,1.0,0.0,,,,,,,,,,
412,415960.0,0.0,0.0,,,,,,,,,,
413,415960.0,2.0,0.0,,,,,,,,,,
414,387290.0,126.0,7.0,88.0,9.0,8.8,435.0,9.0,0.0,0.0,54.0,3.0,6.0
415,387290.0,128.0,13.0,88.0,9.0,8.8,435.0,9.0,0.0,0.0,54.0,3.0,6.0
416,387290.0,1113.0,42.0,88.0,9.0,8.8,435.0,9.0,0.0,0.0,54.0,3.0,6.0
417,387290.0,904.0,49.0,88.0,9.0,8.8,435.0,9.0,0.0,0.0,54.0,3.0,6.0
418,387290.0,287.0,12.0,88.0,9.0,8.8,435.0,9.0,0.0,0.0,54.0,3.0,6.0
419,387290.0,214.0,6.0,88.0,9.0,8.8,435.0,9.0,0.0,0.0,54.0,3.0,6.0
420,202970.0,55.0,15.0,74.0,11.0,4.5,1818.0,7.0,4.0,0.0,85.0,89.0,240.0
421,202970.0,77.0,10.0,74.0,11.0,4.5,1818.0,7.0,4.0,0.0,85.0,89.0,240.0
422,202970.0,94.0,22.0,74.0,11.0,4.5,1818.0,7.0,4.0,0.0,85.0,89.0,240.0
423,202970.0,101.0,23.0,74.0,11.0,4.5,1818.0,7.0,4.0,0.0,85.0,89.0,240.0
424,202970.0,58.0,18.0,74.0,11.0,4.5,1818.0,7.0,4.0,0.0,85.0,89.0,240.0
425,202970.0,54.0,13.0,74.0,11.0,4.5,1818.0,7.0,4.0,0.0,85.0,89.0,240.0
426,375010.0,0.0,0.0,,,,,,,,,,
427,375010.0,0.0,0.0,,,,,,,,,,
428,375010.0,0.0,1.0,,,,,,,,,,
429,375010.0,0.0,1.0,,,,,,,,,,
430,375010.0,0.0,0.0,,,,,,,,,,
431,375010.0,0.0,0.0,,,,,,,,,,
432,540900.0,,,,,,,,,,,,
433,540900.0,0.0,2.0,,,,,,,,,,
434,540900.0,0.0,0.0,,,,,,,,,,
435,540900.0,0.0,0.0,,,,,,,,,,
436,540900.0,0.0,0.0,,,,,,,,,,
437,540900.0,0.0,0.0,,,,,,,,,,
438,481510.0,380.0,25.0,88.0,30.0,7.5,304.0,30.0,0.0,0.0,35.0,12.0,13.0
439,481510.0,248.0,12.0,88.0,30.0,7.5,304.0,30.0,0.0,0.0,35.0,12.0,13.0
440,481510.0,239.0,12.0,88.0,30.0,7.5,304.0,30.0,0.0,0.0,35.0,12.0,13.0
441,481510.0,198.0,16.0,88.0,30.0,7.5,304.0,30.0,0.0,0.0,35.0,12.0,13.0
442,481510.0,123.0,5.0,88.0,30.0,7.5,304.0,30.0,0.0,0.0,35.0,12.0,13.0
